"Net_demand","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9"
41885.125,45053.2304396342,44249.0359260012,45272.669599894,45220.3511387157,45276.6119326275,45493.7508452522,46019.7994189317,44411.3686898339,45515.2431516831
53586.1666666667,52317.7850315194,55337.6865353098,53048.969882021,53043.5125570324,54280.4942693295,54615.3820156466,52797.1962474413,50311.2615463079,54502.9447007464
60097.4583333333,62120.706944095,63312.1444816833,62141.3876090656,62915.8841469208,63632.5891806045,63264.7352287546,62161.1962135235,60552.8883755154,63152.3875584316
58635.375,64700.4861303126,64786.5050730835,64085.1368934639,64096.991167765,63984.7408474631,64566.5787390608,64151.3623996493,62989.9988713909,64289.4134510693
61386.5625,63326.4060184329,62415.8977469203,62738.428517695,62633.9515409118,63070.0212824828,63339.2667646935,63105.8056743487,61654.415367488,62526.5244365529
58519.6666666667,61042.7909929051,59924.0431611638,60524.3236701941,60558.7425480427,62900.4024125565,60226.1480638335,62318.3838376024,59827.9279472544,60327.44027364
53606.5,54926.2214987237,54338.245467261,55667.5149399615,54458.1612191816,55396.6149960939,55453.9079891986,56146.2124291799,55582.4556358298,55730.6370055885
52976.6041666667,54744.1543378958,54438.2189746804,52944.7786210637,54135.1259979263,54575.6535560473,53583.5401766592,53580.4214116494,52833.5517445788,54596.0830488529
58802.5625,53633.0530027381,61200.4064927134,59739.9209555662,60998.7317354839,60847.5546826468,61266.1148211179,60976.1624676786,58820.3283262036,60863.8094265469
54050.6666666667,57828.0125118123,59277.0516974063,58213.4185200527,59094.3075248249,59306.1125710452,59042.7816443054,59157.6827695037,56274.7993112686,59134.6741642515
46577.8333333333,48924.0012042954,50087.5902504492,49691.3095566221,50154.1803309249,49404.1072768537,49028.1975172545,49324.3305438061,46727.6341757078,51863.0531710506
39825.625,45455.3023177122,46030.6930474575,44593.9603877821,46380.2040153513,44476.6872175382,44960.2783859986,44562.0318164269,44744.0032138272,44964.1207610458
42208.8333333333,44194.8370512031,44986.3560719803,42824.5962924006,43794.0587232222,40402.0459716772,44167.9796546338,41612.5893997671,43987.4201910991,43457.7925860245
46992.0208333333,46903.0309204483,48858.2267620032,45752.1160947552,48195.3932189411,45992.3310228942,46870.1051133864,46389.3576143882,46310.0086049372,46196.1943767762
35790.5416666667,38466.3175164247,38981.0165756258,39386.4777809158,37930.4974311147,39186.0546282403,38346.9393498656,39184.9209358532,38443.7480409469,39320.9703357488
33368.9166666667,35995.8118469243,37026.2900135931,36565.3044698609,37357.9205217637,37316.9169490053,38252.509017742,36308.7974863288,36445.2117378,37146.8079920757
38509.5833333333,39643.1324183984,38310.382163546,38432.4531741212,39640.2116883261,38129.2126379452,39032.2667014479,39928.8011331671,39973.092722721,39431.523791656
49210.0833333333,51758.2653392031,52105.3277104782,50840.4422817123,51292.8605199755,51467.5782591403,52023.128633143,51016.4888795112,51494.394463889,50835.416801562
43049.9583333333,47564.3214363524,48124.5350186939,47212.7320238843,47514.0221415177,45973.5396259688,47024.5613063861,46690.6295641628,46798.7562128738,47561.54960568
41882,45291.7221501591,45838.1067171216,43794.0627172279,44669.1744120861,43882.0295580416,45043.6442499181,45148.468331342,43866.8571950949,44978.3283717072
37674.625,41066.0997177346,41004.4800251078,39256.7458794109,41151.3345262424,40300.5032451001,40781.5939069035,40842.1947917712,39280.085968507,40434.5165604297
39486.9166666667,39585.1938627537,38907.7872982793,38915.8286294285,38546.6977463036,38734.2426172373,39322.2061085605,40745.1084397067,37937.6880321537,39741.1231983051
46225.7291666667,46381.0014525142,47863.1117319507,47424.8546054064,47488.4439853083,47821.4116869159,48905.0581577935,48086.1906563498,47490.6261311703,47942.5632295219
44126.2708333333,46716.0842819866,47095.8053448422,46383.0384892173,47098.1372752554,46972.2622790868,47581.7824829304,48243.0344864743,46924.4769159916,47312.5053753017
37719.3125,41625.8957814672,41774.6542313419,41574.9619932198,40737.7662462113,40689.733179904,41506.716729741,41265.4236583675,41011.0140310755,41329.7809056935
34921.4583333333,38555.9580617401,38279.7733044463,39141.9473829215,38547.8443184786,37327.6129654056,39723.3017042132,39483.6789049032,37671.9137131008,38281.4720151126
33728.9166666667,36050.9547217089,36192.4349148917,35227.9101599142,34770.129401559,33885.5622258195,35445.9495161293,35079.0115442724,34574.6637402137,36367.9325255022
31419.9375,32650.2706973432,32020.0069904766,31356.5127406629,31091.2564655735,31081.1884992183,31985.0204787173,32432.198299357,31154.8771767336,32236.158870793
32807.1458333333,35163.8587897481,33605.3897334466,33629.6716395597,32741.0301048133,32874.1572897753,32705.8104533197,35045.1937536835,32991.526492731,34638.1087585287
45676.1666666667,45593.4215859807,44524.2810768929,44400.70377724,44177.3676172788,44673.9779872663,46421.3403225462,45774.9196845919,44559.4803810623,45278.2473527398
46475.1041666667,48202.1960278156,49009.6355869658,47405.4035344663,48253.2998970105,47886.5999367964,48596.1835559167,49366.7684758746,48428.6759459307,47635.0471562517
41484.1875,44936.0927095966,43824.0378229435,43773.6494873972,44117.2109124161,43645.987714486,44643.7557963601,44129.7813252496,44080.5820114771,44251.8005260644
34098.1041666667,38820.149910166,37422.0640316158,38101.0787756041,37572.9341222791,36167.1602781663,37237.7157501361,38442.5130674451,37919.8731805664,37925.6612865985
30854.8125,34588.8260006802,34716.0948989956,32659.0180933302,32524.2024508854,32784.168870371,32709.6909167999,32548.3465718718,31721.6356959348,33400.2206459486
31064.8125,33199.7271480289,31385.2105933873,29039.3724423438,31959.5931438813,30089.9672050894,30741.7959423049,30782.6742406592,30703.3177392091,31458.9054990863
36078.6666666667,35984.5132906196,35511.6463103793,35708.6092831032,35959.7930290323,35456.420069525,35504.9741212682,37391.1541831265,34761.7521980826,36505.1326911165
43873.6458333333,43857.8439062954,43793.1955329952,44614.7995552781,44007.3525501395,45130.1887218917,45978.8579068411,44735.9937946232,43852.6675764837,44703.2056027552
45632.6666666667,47660.4043112756,48119.3458507792,47521.8777238899,47523.3393877905,48109.1799209439,48485.9665395054,49253.0130282137,47310.3540582428,47473.1681875731
49354.6458333333,50633.3143891687,52351.4344172128,49782.1475385526,51716.3904618858,49893.9014167052,50978.7021438333,51722.2420365718,52246.4759674609,51374.6267461917
45558.2291666667,48395.5952871364,48989.6395331179,48406.1861238685,48958.7799741846,47675.683687352,48117.7025423776,49862.4674210349,48288.6250210876,48080.8798338865
44956.1666666667,47972.7352949137,47498.4477735935,47812.4385362519,46906.8824626694,43920.5231766745,47631.1660917561,47665.748812583,47501.002037308,47124.5927886392
39456.0208333333,41315.9412831939,41212.647668484,39348.096460331,40785.96589569,38458.6587200882,40676.0966062737,40717.5018079138,39093.9423309103,40961.8955083634
36057.8125,37306.4172030559,36968.6100900834,38010.834057641,37592.3924049596,37046.130755216,37357.2621426339,38934.2912954275,36566.4077448079,38352.1130906992
33241.375,35570.8280587251,33742.5818320349,34665.2143923113,34039.0646680429,34520.9096287252,34925.9181415577,35836.8281800638,33742.7896714566,34225.5402806205
38388.2916666667,41076.3812069297,38325.3265891346,36341.286036588,37605.6775498535,36712.3800729427,38192.5817508879,38234.7669036619,36921.9892993616,39088.2889234043
36261.5833333333,40815.4270311325,38770.5583883759,37811.2049667148,38439.5845420171,38616.6894594248,39981.5284628525,39530.6939787916,38151.2880109482,40370.4353593867
39928.9375,42106.250204814,41895.5369323724,41972.0997832058,42240.6339289474,41856.5161731521,41941.3100948704,41756.9395341522,40616.9567335175,43464.1779978961
43844.625,45538.6397608308,44441.3326675251,43751.3286858401,44876.2751413617,43840.647755763,46246.6761295466,44052.5457329514,44190.4260473931,45827.6582370171
37141.2708333333,37849.3573811058,38185.2582944226,37059.3281534598,38133.0320563703,37945.3194843225,37645.2803657112,38053.1714337305,35786.7448483609,38121.2236542391
37039.75,38912.8350750437,39353.2397220179,38676.4371807221,38369.2113270852,38352.7244348139,38319.0341375514,38557.6951907743,37607.1006954732,39229.5248845718
41854.3958333333,42196.5702864118,42649.8840808955,42511.1795032393,41906.5834693788,42658.0668456923,43672.3062887311,42864.6626703147,42908.8258142909,42943.3531245928
39222.2916666667,41174.5994309627,40969.9217091659,40451.615493395,41389.4225895338,40310.8491975227,40487.483829983,42486.449275324,39952.0628674001,41656.4943304144
37890.0625,39856.9266675255,37781.8986878922,37405.1483840124,37887.6174656174,37805.6485752797,38160.2613531705,39179.1702906778,37955.6429078,38123.3194380334
38307.0625,41141.2135500133,40139.6750110809,40231.3310158666,40197.6192508426,40773.7666546402,40551.8629539414,41024.2209980436,39956.5643737173,40947.2905105327
41926.8958333333,42357.8116565368,43376.6868960795,42811.4300326645,43674.5185069387,43539.4271670673,43739.1345420968,44159.2205889149,44188.4384512606,44481.7788343997
35888.9791666667,38207.2594055646,38049.2621665076,37011.5734107861,38215.7286328072,37077.5694506548,37380.5698215843,37903.4261875598,37689.0828009587,38407.8806988211
30495.5625,32453.2797631762,32190.5111631654,31547.1211280634,31971.6546597609,33151.5194984556,32077.6270206279,32744.2986239948,30749.4802693954,32530.3690502872
38664.9583333333,42491.5689405144,40416.1563820063,40478.1627700245,39949.1752035144,40739.8740053013,40485.8559052537,40343.6015330338,39581.4537602385,40252.7836477473
43763.75,46307.86911391,45028.5183841718,44019.4377225378,45765.6294427058,44610.6871942316,45302.3365006847,45741.7210210683,45317.2163076346,45430.4668983966
44180.5625,47091.6907537051,46300.0343177791,45595.2624166113,46165.6850010922,46552.7418764904,46856.1802476346,46593.3615233117,46053.25073403,46424.9556507508
41684.9166666667,44164.5052002655,43652.6108234222,43502.6774758344,44055.5479166356,43917.0153316155,43774.6212887017,43374.8933003026,42929.3714889769,43664.0545415404
36665.4791666667,40316.022168806,39918.9979954983,40573.6046985913,40934.1153955133,40053.5939822126,40411.0540452047,39335.9045432714,39349.1582745539,40062.045300192
36302.0833333333,36715.4942161328,36068.6643111176,35786.6593986373,35692.3697888713,36034.8674007857,35788.4091834852,35560.5895317885,35875.9872324939,35674.8577938507
32645.9791666667,34692.5413615891,34597.7719768345,34953.3374931566,35337.0521951778,35626.8908335592,35352.9412130612,35468.4954583717,34552.6976007334,35103.4984683857
31653.375,33439.0062863376,32074.0614871361,33424.9246016189,32485.5865166065,31643.6377281222,31936.1666341548,32972.0381055443,31941.3448787372,33112.4305902166
36514.9375,36225.2349407521,37353.3428066904,38377.1344049575,36661.2731385244,36433.5093614314,37413.1697069891,34101.6874317203,36524.2319332604,38349.2604708665
33619.125,34596.3674386242,35515.7957940052,34417.7773290528,34380.8608673152,34625.8798276305,35111.6722625686,37101.8582687205,35185.1838237955,35765.4135899429
33427.9375,36013.8374404324,35811.613100634,34625.4521227208,36017.6578986134,35489.4774020936,35762.4764152541,37494.1552314829,36351.7892963144,36127.1530326745
36877.2708333333,38043.0649338849,37899.1615367069,37161.4383333134,38721.4000860342,37131.5401685227,36613.1723379842,38691.2415522135,37002.7870739603,38613.8913821022
33381.7708333333,35252.2081069508,35032.8094225514,34321.4620851404,34918.3898622909,34767.7563659168,34799.7292312641,34868.3411476732,35092.0479422968,35249.5403086852
32190.6875,33063.7801750079,32706.4373612046,32791.8340561068,33223.123405231,33335.4325568232,32889.1350343065,31932.1671365258,32821.085138071,33887.8350377654
32654.8958333333,33066.7439344198,33957.6231226666,33759.6729003335,33900.4079440207,34445.5050129117,33844.7047460545,34042.8162459798,31728.9091581303,34999.3134255434
36470.5833333333,37186.7463874498,36954.7865031528,38552.0510939721,35996.089166595,36373.1595813356,37252.6746536102,34231.3976802124,35664.7020759811,39234.6079927717
34920.5,34036.5681135319,35194.9272074014,34827.9705322057,34227.8102890088,34643.5115856271,36016.9478336556,35259.3857489888,34607.6757015487,35383.1286052364
39152.4791666667,38107.8856434205,39933.4302965146,38261.0719908251,39359.9790254277,39496.4281808238,39366.005359666,40178.5963997937,39552.709718019,39794.8649810396
38541.5208333333,39693.4588354157,40239.9599280111,39059.1539799968,40335.3000824421,39624.9762301607,39371.0301577456,39499.0012856419,38675.810706864,40511.2733393719
32278.3333333333,34192.8923437572,33849.8325723511,33301.1129853235,33473.8462637363,33661.7009243185,33718.1841853937,33657.1622621946,33427.3899544043,34322.2225909636
31430.25,32335.3880993803,32486.757805128,32715.3920919418,32265.2507362881,31989.9874064835,31952.5448484645,32737.93569983,32600.0408809845,32525.3963130705
35415.8958333333,36546.9223758481,36404.5650604652,36613.3472307892,36814.4059050314,36682.019053248,35908.4672640176,35972.9052951362,36963.5049341323,36952.7942965444
33463.625,36167.494406909,36673.9275346226,36177.9167779216,36696.3255262934,35855.0349360413,35351.2498057197,36315.9829192229,35190.086374477,37634.5997775351
33851.8541666667,36528.9753049781,37244.1014873176,36035.2091000929,37039.6320648746,36754.2122346335,37092.4205514392,37288.4611390796,36403.9945556849,37625.1773567754
30976.3958333333,33097.6734145499,33958.4168903869,33102.8599354624,33043.1387339967,33862.2318333809,33129.7607018425,34344.7892064618,33544.1244414409,33328.5329350432
31574.625,34910.8624879035,34569.3222113002,33488.7269321505,35026.9833539161,34542.3506679105,30566.8811968876,33173.0568393826,32876.0002205302,34387.0815849364
29349.7083333333,30174.4400298239,31102.8719392055,30626.0879626003,31240.0756741571,29701.5619523604,30609.6654793367,28873.1973474205,32476.9542094802,29143.7012423935
30024.2708333333,30755.2489763133,31189.414183563,29293.9574321645,31348.9665079863,31426.9843823044,31052.6773429815,30221.925460141,31877.0262544503,31336.4389876459
35590.5,35708.6106257728,36764.8412461893,36607.7636570811,36775.5384574178,36914.4258626159,36747.5686972676,35673.9538840023,36590.3428025225,36285.5857117001
33563.1666666667,34461.8879573081,34269.7640394693,32778.0239491226,34154.5062974477,34378.2712399824,34406.882047516,33209.555190556,33715.8930651195,35381.5170281221
33006.1458333333,34308.7541685711,34955.8577300811,34662.3080610549,34741.800374913,35509.6162109434,36059.7054887413,36412.7093889464,35526.4565769523,35163.4323533334
31380.0833333333,32064.1550693106,34052.5647812677,31546.4911358076,32302.3749608929,33381.8244530268,33886.7478835355,33475.8821514061,32806.6349942963,33860.5388436188
31721.2291666667,32853.4390724585,33751.9995648747,32165.7941887153,33206.9887100819,32174.195812906,32022.9221098002,32773.8602676132,32956.9340147165,33728.0314284443
28989.1666666667,30811.4072646146,31121.6424034722,29888.7835586111,30061.5173404132,29678.5146340779,30412.0153822084,32834.7147739048,30917.6932721641,30126.9517089268
27466.1666666667,28439.1264398198,26864.7699427158,26470.4463062633,28403.5172583579,27779.3392663563,27708.2080743811,28439.4172699205,28097.592387274,28346.8404885877
25624.9791666667,22479.4241870448,27932.9928659878,26040.454553998,26648.234242324,24998.9831959939,27318.3801480743,24010.8191542456,24299.9799169631,27090.7721240465
29054.9583333333,33348.5686605377,30653.4422059786,38231.7002963567,30398.7133261244,28927.0286672845,32326.8361032872,21963.9196625979,29704.4504952483,33252.5544783039
31420,29419.8588221373,33054.8340554285,32448.9206586751,32847.9369756267,32611.4596799867,32590.1036422846,32008.4847773542,34590.1598528208,32395.0424297245
33059.3333333333,33257.8774885185,35015.2147046497,32656.7189699082,33649.1458762104,35058.6089899849,35228.8627798711,35936.6114510385,34117.3953132708,34848.3416949198
31627.1458333333,32866.5373865716,32540.4527122815,32044.5218881605,32179.2660725204,32764.1347230122,32200.9181158707,33056.6223602073,31741.0294838166,33059.5646588556
28827.3541666667,30232.0401704589,29940.9069002383,29477.8416654281,29989.112397038,29213.4580366767,30780.6099233192,31813.6620831167,30288.911001622,29009.9971294878
27355.0208333333,28520.9025875019,27493.7797011022,27336.456880416,28191.2500602292,27961.9396614517,28367.7592514119,28365.4641155701,28646.9135442483,28933.1068223694
32402.3125,33538.1138582119,33790.7331115312,33247.3254254264,33417.7522962529,32261.82504781,33282.4764215692,32394.4862363075,33432.1116812429,34108.7028901383
34007.375,35101.4502819408,36631.546524665,33018.2477312662,35622.2556545822,34789.8222740016,35565.2858271121,36142.0627115423,35208.6263089168,36503.9386042097
34461.8333333333,34239.7368553393,36531.9099632154,36384.9724864851,36205.0536001548,35512.1331428019,35692.625391631,37368.5042500164,37703.5311912603,35204.7972539814
35336.5416666667,35721.5457491981,35954.3796046791,34443.4662452985,35726.2479778392,36937.4964075835,36953.9649983963,37606.2637820635,36823.1437526809,36203.3748571966
36574.3958333333,37099.8571815455,37499.466224764,36713.8976644954,38037.7355722614,37626.4037786696,37283.8680187173,38013.9674659958,37700.9781932361,37273.7484183849
32460.0416666667,35398.8337368343,34779.9874758556,34970.0715925889,34419.8473549366,34170.2861260556,35262.809070596,33984.5417886086,35370.8321630569,34590.9245375623
31221.8541666667,32109.2583246216,32210.5617465788,31595.8706974391,32315.9370447475,32175.8452843077,32720.8442535401,32288.9960412657,32248.5040994018,33359.7800706332
36595.75,37136.8089587878,38139.6084276024,36878.4331910002,38035.9081785021,38225.0856547795,38728.2576370656,37316.4664303626,38275.2386943418,38078.6507066228
36450.0208333333,39086.5192810155,37953.4128964379,36889.7434491859,39121.8562775905,38056.1311540051,38238.1366005199,36806.2848125137,37968.5915957105,39372.5825579261
36419.9583333333,37175.3627458171,37609.6293183574,37411.1839744699,37389.4807364928,37497.2524579268,38095.4469446171,37629.4400300887,37496.8640108354,37352.9444030935
37283.6041666667,38599.3496453097,38383.0126553831,36787.5407247114,38346.7228838848,38888.8831800341,39083.2081245061,39806.6717555391,38975.5048803703,38931.3464465849
37796.0625,39558.5764283524,39013.8855553295,38265.3816608382,40047.4246011496,39038.9382903517,38541.8714019917,40550.1695856078,38491.1585641441,40312.998838011
33925.9375,36054.7839833547,35239.6524635186,35132.9551717832,35964.597949436,34814.2620719031,35391.1535347367,36948.7838014181,35426.5869173025,35284.0619329564
30623.2291666667,32940.3289696305,32598.388404701,32350.1691446927,33211.6379884121,32163.0866925041,32444.0887765126,33073.8542099538,33673.2176517591,33371.6022797652
37481.2916666667,37758.1917376971,39315.8436448385,37501.2635636496,38437.5999506304,37725.4145567355,38397.6576518881,37520.8186922393,38353.870566676,39027.2419428229
37741.9583333333,39600.9623589087,39188.9652821862,37816.2762367921,38957.895095341,38435.9114022072,38867.0828194609,37971.3374650025,38575.1640248171,39760.2815251665
39801.875,39791.8275751743,40090.4517204868,39857.0659594455,38856.431704133,39831.0124759564,40225.969824454,40266.8366636736,40242.3874879881,39991.832154715
36788.5,38857.1262546028,38307.0014297969,37756.7912461141,37753.5010450623,38955.1849788139,39860.7631208767,39029.1156684005,38976.7475863049,38741.5277567569
36692.125,38405.9842171681,38453.680412156,37844.9151886797,38266.5769874644,38420.4947125692,38143.84419071,37656.7828409115,37679.7030661311,38864.0257500243
32177.1458333333,34488.1658044048,34378.4748315364,33708.4979924587,34193.2649015905,33354.1333367542,35018.9738684614,35758.1334362781,34477.6968687091,33986.1007840932
30233.2708333333,31254.8318354875,31232.1737289978,30456.7703217295,32472.428587439,30661.6256915256,31285.1272623045,33805.5267356085,31678.1866290381,32783.6205284949
34876.625,35818.231349496,36204.0928837167,34054.3712316486,36572.6617318258,35654.3461214879,35846.2280113524,37104.0974714783,36015.955502613,36756.59151907
37327.9791666667,39082.7336438512,38606.2970541528,38422.6574175931,39760.2825143041,37710.5727780229,38466.3937100141,40126.071160997,38866.0511573335,39332.6323577663
38319.3333333333,39072.8658393644,39178.4018505749,38854.8237874833,39249.8416354684,39053.503820464,39149.366052996,41925.2847738127,39938.5979050978,39988.9147523821
39201.4166666667,39798.6806907407,39791.5209765138,37727.1692324498,39603.9821966329,39344.8821245107,39577.6907502342,41642.2596912924,39543.5573484385,40589.551443141
35897.0833333333,37342.0828838706,36467.9149887347,36473.3762592453,37434.8829045734,36728.9792532038,36853.0679413207,36586.0452336485,36130.0961384404,37384.802449644
27388.125,29890.3678120904,28647.5933560494,28650.7001163047,29547.195621968,29184.8423359643,28682.0734410989,28324.760916083,28868.0645478551,28862.8641848879
28612.6666666667,28885.7793304236,28548.0607382845,28267.3374074025,28934.854879035,28180.1680322256,29427.4476182299,26270.6191019568,28682.6106996116,29957.960882931
33926.3333333333,33683.7097195569,33116.1532605915,31966.3164712636,33300.0455772786,33903.4162192972,34078.86354888,31003.0945699684,33378.0435432502,33977.8264700778
36528.3333333333,36839.640588529,35989.8920810344,35997.487187482,36529.9592933115,36343.0148045539,36925.9528213859,37016.9539465563,36929.7083539005,36918.294497073
33258.3333333333,35093.1947262679,34967.6804741826,34377.4969211122,34949.8647232876,34958.2756017959,36287.6744500491,34990.5494969576,35106.585740373,35085.312077057
39291.2708333333,39051.8997596565,39170.1346088763,38710.1675495841,38955.8698916895,40716.0554129745,39090.7777198255,39985.1918870428,39173.3514227821,39996.8743854462
37087.0833333333,38477.8656141496,38500.281370722,37342.5906698641,39313.8756568353,37963.3984590897,38179.864461906,39781.9423121836,38333.7917251498,40362.9527916086
34048.9583333333,34675.6198761234,35809.2597094236,34280.8311978715,35068.035087823,34120.3284542825,34329.2495593242,36682.6240765772,34505.659309848,36558.4124793386
32975.125,33010.1174940051,33829.0808054314,32832.663278827,33846.9644220504,32847.4107689854,33339.1879052374,34957.9034224774,34106.4876750673,34846.4724542742
39534.4375,40655.635402393,40220.3505104592,39591.1602735017,40335.7412027574,41076.6017073414,40786.5441243167,40184.3342873515,40219.918251429,40355.8237962266
39823.2916666667,40166.1697367809,40368.392301778,39683.4724017051,40385.8054138059,39199.0998513308,40122.3854167309,41917.3890965773,40526.9578276177,40743.8645844683
38404.1458333333,38884.7128005068,39224.8870732266,38502.77604063,38784.8909895828,38044.1654407831,39147.9150510207,38953.4224698825,39197.1922849411,38548.8399348767
38064.3125,39548.7759980942,40453.9427250279,40073.3777812579,39501.6787601203,39723.7701564749,40562.1501876663,40103.7692926399,40143.9179591017,40042.8892178234
30055.2083333333,33230.3214855476,32813.9100000901,32739.4792220762,32453.3187783289,32474.0417003846,32566.0611750694,33295.064834491,32964.6608974931,32715.2776451116
29113.7708333333,28046.3163122986,28422.6414724536,26774.4097106438,28808.6694041323,25927.1719863338,28375.3794621271,26436.8386251061,29653.9972716452,27222.0461379973
29596.6041666667,29941.1286045277,30320.2855114159,30380.6416436274,30430.4608316891,31011.2384832969,31213.3093584358,29477.1284576859,29651.9745051655,31552.119118083
37315.125,37135.3870214373,37926.0466853962,36177.5818314984,37107.2669576166,37832.9631657785,38726.6454234046,36583.8230630039,36915.2097833529,37496.388682324
40023.2291666667,40950.8198320525,40308.5859744777,40497.2222925549,40499.3495064107,40183.5031171344,40724.8665140648,41117.7288406723,40971.8370959212,40793.7880637114
37824.0833333333,38391.3582038743,38330.6934396087,36979.5033499853,38298.5262481263,37686.4293647395,38799.0023374543,39110.2659759634,38108.0286322432,38128.6335073301
39791.7083333333,41117.3294782734,41039.0007594338,40652.8271980674,40588.3978953465,40919.0675234183,42087.1239296652,41977.156978352,41459.6251693628,40541.697836883
37546.5833333333,38068.396700367,37897.0313957008,37277.5672515253,37765.996753004,37715.2090815219,39119.0718820615,38813.7438052824,39069.828974139,38638.5609401017
31181.7708333333,33361.5806448293,33142.874213323,32312.6325851806,32388.7177344141,32897.710945218,32566.0700086599,32762.811207146,32126.6529530916,33510.1748004909
27359.0833333333,29213.7890738073,28709.2564072165,28430.0112693625,29401.2149788892,28167.8502015873,29685.3313469325,29635.2921744902,29566.3264078565,29268.5525188913
34509.0416666667,34971.8236532782,35735.0462074202,34784.4510020962,34938.7859034549,35695.4185616675,37641.0404392125,35474.5310271049,35791.2284989335,35834.7421616956
34809.3333333333,37001.2376221847,35465.7450072634,34640.7610797392,35988.7546465427,36352.9361572727,36630.9312082328,36126.4101905359,35708.3878707792,36221.3760684569
36160.7291666667,35429.0585398829,36475.8308502806,34661.5232958361,35848.2664115462,35546.8062056076,35775.0797058986,36788.9881910381,36220.7070979608,35626.7844754913
32004.6041666667,33722.9332138015,34607.1180554919,32548.7873259406,33530.565437426,35098.6283996388,35882.8950657162,34356.0389950136,35266.9063332415,34155.7569438676
35182.3125,36800.6222080259,35845.5953653093,35414.2494228677,36450.5850804887,35781.4796226269,34449.6439756748,36349.2229078743,35094.5394600457,35961.9846640952
30322.1666666667,31459.8404315203,30933.530276911,30747.7779260603,30820.5892311658,31089.1827630855,31324.1645705788,30030.1383093258,31669.0256713784,30334.8197541245
26749.5833333333,27083.4553859304,25434.9267291354,25480.9388527564,26515.9325030817,26341.2938195955,27721.484309051,26719.539643298,26625.586059157,27487.0120491689
26780.7083333333,29073.9742022804,29636.9549110751,29637.9516088556,30480.8195531798,30262.0150531618,30805.3393628375,28513.1403972101,29565.7644037387,30683.1160304978
28270.1041666667,28829.5022171479,29229.3877917032,26570.4474325196,29371.8006067686,28349.0721345552,29951.5190910738,26713.8193676247,28563.537705141,30753.4127511424
24252.6875,25796.9118050685,27380.0608894302,27367.4789752073,28044.8778218631,27992.3510905767,28234.4823431817,26920.2123898338,28370.2123284087,26775.0775824331
28454.8125,29074.1634915597,28516.6672355854,26689.9305624115,30078.9975227235,29682.9809838678,30037.446636301,24117.9185454189,27824.0694030997,28994.9218627753
32193.1041666667,34818.4349894891,32564.5347217425,32920.4463492516,33757.7262936297,33440.233868704,31476.3835214926,32886.2896587293,30790.7001578133,32702.8303119817
24372.25,26740.7939872398,26668.8197717509,26215.6741945044,27480.693388948,24878.6832932042,26537.7692338974,25412.0469940201,27356.1261894849,25077.7178916812
20305.2291666667,23925.6003632045,21968.4470539362,20181.617211872,21636.3735916745,20897.5088569944,23912.3094734627,18152.2107016471,21229.0421632014,22619.9240824774
30990,27727.7681809201,32573.9995259421,31455.5376769109,33029.4465480511,30707.7971302292,32400.0058011041,24601.9516071996,31957.0080054498,32706.5991090643
32384.1041666667,34303.6636074789,34119.8223898675,33887.9425188507,33988.2971672087,33068.8244508857,34122.9141142476,32814.4159529146,33761.9648596281,34949.1165070533
33452.8541666667,31965.2011478571,34950.3679340013,34510.1518514749,35975.2653171207,35285.6891252787,34252.4698213993,36953.7346979767,37684.6180643243,34995.57480796
34031.5833333333,33146.678979098,35915.8032155743,31747.6559445239,33843.6418592068,35831.1668130967,35023.340895754,36629.5908142175,34539.4389283055,35608.4373267316
34688.4791666667,37608.4625269161,36482.6858599029,35468.0164552604,36621.4143351739,36626.2072911034,33320.3868937808,36002.3206590408,34063.4491988395,36070.1830182077
31378.75,31233.5200673939,31149.2827163644,30831.0214915927,30314.9550862577,29917.8392768562,30743.5355520073,31171.8287256856,31601.8516726492,30267.8873444423
30240.2083333333,28773.3493017944,29306.0738169597,29155.3026780221,30084.3575982073,30307.18270282,31026.3980372588,31760.9124195849,30068.8386248779,31437.4930376676
32059.1458333333,31638.3303110081,33909.8693745832,32483.7259681646,33847.7839276607,33900.1331746384,33271.7895942119,32715.3081172362,33716.6062187709,33775.6468365331
32222.7291666667,32942.7452096244,32622.3070410154,32045.5175355336,31825.8832700752,32941.1505620941,32887.0855982579,32020.7077234801,31643.4059831611,33080.7320571426
34901.0208333333,33350.7520904007,36548.4688678286,34937.4647522301,36459.3485462048,35215.9966514773,35315.0290143371,35369.9202497624,39453.1316663261,35040.0234957044
35452.1041666667,34908.0476053853,37400.4412098417,34406.2264973408,35194.5563234993,37768.8368423296,37547.9675604724,36637.5833891776,36281.2926274356,36867.6801785369
35971.2708333333,37373.1395321119,37256.8230948671,37460.1326335904,37044.8522522476,36994.7749329654,34721.4564528324,37234.8019827892,36173.1569926277,36730.655286081
33145.3333333333,33246.4542919911,33281.0269930859,33691.3418651096,33155.0870735519,33241.6257781491,33370.0063055299,32762.1929679609,33934.1824692264,32884.9357214787
32811.625,32272.7075534775,32377.8824210185,32369.2090748327,32631.8628884431,32525.8340707903,32403.6649282413,33008.550010616,32315.3639876526,33494.2566411858
38172.6666666667,39223.8080331998,39343.3533253597,38524.7918497158,39203.3727209805,39457.1953681202,37646.6598468113,40044.2640758976,39068.3116270826,39831.1244123145
40129.4166666667,40222.2882492061,39487.4547109667,40250.0278760984,40074.8876811282,39497.1247924666,39719.709538071,41625.9130401555,40802.8577493024,40230.1352317579
